# Time	Flux
1.3730400000e+07 5.4298886915e+00
1.3732200000e+07 5.4249980779e+00
1.3734000000e+07 5.4227218328e+00
1.3735800000e+07 5.4169798513e+00
1.3737600000e+07 5.4062989937e+00
1.3739400000e+07 5.4013562414e+00
1.3741200000e+07 5.3974555490e+00
1.3743000000e+07 5.3961329451e+00
1.3744800000e+07 5.4057606069e+00
1.3746600000e+07 5.4082802226e+00
1.3748400000e+07 5.4007326115e+00
1.3750200000e+07 5.3968507123e+00
1.3752000000e+07 5.4149212441e+00
1.3753800000e+07 5.4171350557e+00
1.3755600000e+07 5.4102533592e+00
1.3757400000e+07 5.4172575986e+00
1.3759200000e+07 5.4186720969e+00
1.3761000000e+07 5.4535313216e+00
1.3762800000e+07 5.4488031095e+00
1.3764600000e+07 5.4548131040e+00
1.3766400000e+07 5.4583110344e+00
1.3768200000e+07 5.4566041126e+00
1.3770000000e+07 5.4419240719e+00
1.3771800000e+07 5.4234289584e+00
1.3773600000e+07 5.4310325899e+00
1.3775400000e+07 5.4395108566e+00
1.3777200000e+07 5.4442523524e+00
1.3779000000e+07 5.4306218212e+00
1.3780800000e+07 5.4110531051e+00
1.3782600000e+07 5.4022016644e+00
1.3784400000e+07 5.3979046216e+00
1.3786200000e+07 5.3996291293e+00
1.3788000000e+07 5.3919438214e+00
1.3789800000e+07 5.3954385465e+00
1.3791600000e+07 5.3928791042e+00
1.3793400000e+07 5.3948743293e+00
1.3795200000e+07 5.3971549616e+00
1.3797000000e+07 5.3960812502e+00
1.3798800000e+07 5.3965230420e+00
1.3800600000e+07 5.3973460392e+00
1.3802400000e+07 5.3958098527e+00
1.3804200000e+07 5.4028368384e+00
1.3806000000e+07 5.4013570304e+00
1.3807800000e+07 5.4148660296e+00
1.3809600000e+07 5.4134428853e+00
1.3811400000e+07 5.3991022367e+00
1.3813200000e+07 5.3997566411e+00
1.3815000000e+07 5.3964874456e+00
1.3816800000e+07 5.4013117015e+00
1.3818600000e+07 5.3899468490e+00
1.3820400000e+07 5.3922331367e+00
1.3822200000e+07 5.3935950742e+00
1.3824000000e+07 5.3919409404e+00
1.3825800000e+07 5.3911937402e+00
1.3827600000e+07 5.3905567199e+00
1.3829400000e+07 5.3959365323e+00
1.3831200000e+07 5.3982555003e+00
1.3833000000e+07 5.3990028432e+00
1.3834800000e+07 5.3999371082e+00
1.3836600000e+07 5.4066254491e+00
1.3838400000e+07 5.4097286213e+00
1.3840200000e+07 5.4017932522e+00
1.3842000000e+07 5.3980986084e+00
1.3843800000e+07 5.3891129486e+00
1.3845600000e+07 5.3832458775e+00
1.3847400000e+07 5.3862605486e+00
1.3849200000e+07 5.3890185396e+00
1.3851000000e+07 5.3898566802e+00
1.3852800000e+07 5.3908922780e+00
1.3854600000e+07 5.3957643773e+00
1.3856400000e+07 5.3960271795e+00
1.3858200000e+07 5.3865938164e+00
1.3860000000e+07 5.3864765410e+00
1.3861800000e+07 5.3913294645e+00
1.3863600000e+07 5.3865471151e+00
1.3865400000e+07 5.3806820725e+00
1.3867200000e+07 5.3831909911e+00
1.3869000000e+07 5.3846267029e+00
1.3870800000e+07 5.3848375354e+00
1.3872600000e+07 5.3944914429e+00
1.3874400000e+07 5.3921153690e+00
1.3876200000e+07 5.3945768001e+00
1.3878000000e+07 5.4027465428e+00
1.3879800000e+07 5.3877077489e+00
1.3881600000e+07 5.3876459128e+00
1.3883400000e+07 5.3862886246e+00
1.3885200000e+07 5.3936719078e+00
1.3887000000e+07 5.4058248542e+00
1.3888800000e+07 5.4171047664e+00
1.3890600000e+07 5.4152809277e+00
1.3892400000e+07 5.4126687014e+00
1.3894200000e+07 5.4024200779e+00
1.3896000000e+07 5.4137365874e+00
1.3897800000e+07 5.4215073921e+00
1.3899600000e+07 5.4174713214e+00
1.3901400000e+07 5.4100524297e+00
1.3903200000e+07 5.4051314117e+00
1.3905000000e+07 5.4013705283e+00
1.3906800000e+07 5.4044564526e+00
1.3908600000e+07 5.3998254759e+00
1.3910400000e+07 5.3931593283e+00
1.3912200000e+07 5.3961621245e+00
1.3914000000e+07 5.3874278296e+00
1.3915800000e+07 5.3867579575e+00
1.3917600000e+07 5.3847646353e+00
1.3919400000e+07 5.3925190098e+00
1.3921200000e+07 5.3877083407e+00
1.3923000000e+07 5.3943251504e+00
1.3924800000e+07 5.3902579242e+00
1.3926600000e+07 5.3878029104e+00
1.3928400000e+07 5.3776829999e+00
1.3930200000e+07 5.3749937497e+00
1.3932000000e+07 5.3705034888e+00
1.3933800000e+07 5.3652470117e+00
1.3935600000e+07 5.3645216648e+00
1.3937400000e+07 5.3636040285e+00
1.3939200000e+07 5.3636747600e+00
1.3941000000e+07 5.3725909749e+00
1.3942800000e+07 5.3792377776e+00
1.3944600000e+07 5.3722518470e+00
1.3946400000e+07 5.3749404611e+00
1.3948200000e+07 5.3672421080e+00
1.3950000000e+07 5.3567109243e+00
1.3951800000e+07 5.3342343490e+00
1.3953600000e+07 5.3339542786e+00
1.3955400000e+07 5.3483350765e+00
1.3957200000e+07 5.3648114962e+00
1.3959000000e+07 5.3645071384e+00
1.3960800000e+07 5.3790275036e+00
1.3962600000e+07 5.3816549560e+00
1.3964400000e+07 5.3689694297e+00
1.3966200000e+07 5.3701563594e+00
1.3968000000e+07 5.3770565372e+00
1.3969800000e+07 5.3872640229e+00
1.3971600000e+07 5.3832925537e+00
1.3973400000e+07 5.3859791515e+00
1.3975200000e+07 5.3767588992e+00
1.3977000000e+07 5.3794870371e+00
1.3978800000e+07 5.3860074674e+00
1.3980600000e+07 5.3918019504e+00
1.3982400000e+07 5.3971444869e+00
1.3984200000e+07 5.3966572746e+00
1.3986000000e+07 5.4103778936e+00
1.3987800000e+07 5.4012201241e+00
1.3989600000e+07 5.4078090631e+00
1.3991400000e+07 5.4043413964e+00
1.3993200000e+07 5.4119792302e+00
1.3995000000e+07 5.4149815313e+00
1.3996800000e+07 5.4124317208e+00
1.3998600000e+07 5.4070478472e+00
1.4000400000e+07 5.4087035345e+00
1.4002200000e+07 5.4096161729e+00
1.4004000000e+07 5.4120151581e+00
1.4005800000e+07 5.4028209406e+00
1.4007600000e+07 5.4084663800e+00
1.4009400000e+07 5.4090042214e+00
1.4011200000e+07 5.4192674197e+00
1.4013000000e+07 5.4097022965e+00
1.4014800000e+07 5.4157888395e+00
1.4016600000e+07 5.4202149389e+00
1.4018400000e+07 5.4174169163e+00
1.4020200000e+07 5.4165235870e+00
1.4022000000e+07 5.4017808770e+00
1.4023800000e+07 5.4021716222e+00
1.4025600000e+07 5.3946437912e+00
1.4027400000e+07 5.3844001993e+00
1.4029200000e+07 5.3844668107e+00
1.4031000000e+07 5.3868606603e+00
1.4032800000e+07 5.3829401310e+00
1.4034600000e+07 5.3847852173e+00
1.4036400000e+07 5.3792749807e+00
1.4038200000e+07 5.3938920445e+00
1.4040000000e+07 5.3972063748e+00
1.4041800000e+07 5.4056474281e+00
1.4043600000e+07 5.3893104364e+00
1.4045400000e+07 5.4009128785e+00
1.4047200000e+07 5.3976829329e+00
1.4049000000e+07 5.4067904569e+00
1.4050800000e+07 5.4104805862e+00
1.4052600000e+07 5.4097516270e+00
1.4054400000e+07 5.4027141023e+00
1.4056200000e+07 5.4087791054e+00
1.4058000000e+07 5.4155131775e+00
1.4059800000e+07 5.4288385934e+00
1.4061600000e+07 5.4279745520e+00
1.4063400000e+07 5.4371400448e+00
1.4065200000e+07 5.4263295595e+00
1.4067000000e+07 5.4506253416e+00
1.4068800000e+07 5.4544486751e+00
1.4070600000e+07 5.4566702962e+00
1.4072400000e+07 5.4641577068e+00
1.4074200000e+07 5.4598184122e+00
1.4076000000e+07 5.4541564124e+00
1.4077800000e+07 5.4600749346e+00
1.4079600000e+07 5.4545256348e+00
1.4081400000e+07 5.4555501424e+00
1.4083200000e+07 5.4499224756e+00
1.4085000000e+07 5.4349025084e+00
1.4086800000e+07 5.4197717693e+00
1.4088600000e+07 5.4192400575e+00
1.4090400000e+07 5.4197732278e+00
1.4092200000e+07 5.4181610617e+00
1.4094000000e+07 5.4323090799e+00
1.4095800000e+07 5.4455889194e+00
1.4097600000e+07 5.4422139659e+00
1.4099400000e+07 5.4580522365e+00
1.4101200000e+07 5.4422815569e+00
1.4103000000e+07 5.4261514717e+00
1.4104800000e+07 5.4195787450e+00
1.4106600000e+07 5.4126448938e+00
1.4108400000e+07 5.4024462127e+00
1.4110200000e+07 5.4109759350e+00
1.4112000000e+07 5.3999899258e+00
1.4113800000e+07 5.4011854986e+00
1.4115600000e+07 5.4023757235e+00
1.4117400000e+07 5.4095488595e+00
1.4119200000e+07 5.4131671171e+00
1.4121000000e+07 5.4150533955e+00
1.4122800000e+07 5.4072123387e+00
1.4124600000e+07 5.4011503580e+00
1.4126400000e+07 5.3990131521e+00
1.4128200000e+07 5.3951281605e+00
1.4130000000e+07 5.4080130129e+00
1.4131800000e+07 5.4084549572e+00
1.4133600000e+07 5.4160486709e+00
1.4135400000e+07 5.4123741798e+00
1.4137200000e+07 5.4269834842e+00
1.4139000000e+07 5.4381146833e+00
1.4140800000e+07 5.4413732061e+00
1.4142600000e+07 5.4470873851e+00
1.4144400000e+07 5.4276367142e+00
1.4146200000e+07 5.4500015080e+00
1.4148000000e+07 5.4564732449e+00
1.4149800000e+07 5.4438244621e+00
1.4151600000e+07 5.4494749450e+00
1.4153400000e+07 5.4347282447e+00
1.4155200000e+07 5.4475364062e+00
1.4157000000e+07 5.4283093931e+00
1.4158800000e+07 5.4309628756e+00
1.4160600000e+07 5.4413683133e+00
1.4162400000e+07 5.4234204170e+00
1.4164200000e+07 5.4202127039e+00
1.4166000000e+07 5.4320757157e+00
1.4167800000e+07 5.4510080594e+00
1.4169600000e+07 5.4666406028e+00
1.4171400000e+07 5.4785221543e+00
1.4173200000e+07 5.4882628221e+00
1.4175000000e+07 5.4942281873e+00
1.4176800000e+07 5.4842345348e+00
1.4178600000e+07 5.4835603628e+00
1.4180400000e+07 5.4812002228e+00
1.4182200000e+07 5.4729067003e+00
1.4184000000e+07 5.4664875246e+00
1.4185800000e+07 5.4537872825e+00
1.4187600000e+07 5.4396985564e+00
1.4189400000e+07 5.4490786383e+00
1.4191200000e+07 5.4455287332e+00
1.4193000000e+07 5.4429947154e+00
1.4194800000e+07 5.4506961146e+00
1.4196600000e+07 5.4573506262e+00
1.4198400000e+07 5.4556667251e+00
1.4200200000e+07 5.4536257619e+00
1.4202000000e+07 5.4284760340e+00
1.4203800000e+07 5.4211516433e+00
1.4205600000e+07 5.4119740092e+00
1.4207400000e+07 5.4042832967e+00
1.4209200000e+07 5.3954190702e+00
1.4211000000e+07 5.3955862260e+00
1.4212800000e+07 5.3855727648e+00
1.4214600000e+07 5.3936407137e+00
1.4216400000e+07 5.4068486150e+00
1.4218200000e+07 5.4131477843e+00
1.4220000000e+07 5.4048369218e+00
1.4221800000e+07 5.4142744183e+00
1.4223600000e+07 5.4099559396e+00
1.4225400000e+07 5.4089942619e+00
1.4227200000e+07 5.4150788489e+00
1.4229000000e+07 5.4101894385e+00
1.4230800000e+07 5.4117500828e+00
1.4232600000e+07 5.4140847578e+00
1.4234400000e+07 5.4204871394e+00
1.4236200000e+07 5.4303565365e+00
1.4238000000e+07 5.4423263036e+00
1.4239800000e+07 5.4514746702e+00
1.4241600000e+07 5.4536946022e+00
1.4243400000e+07 5.4448078490e+00
1.4245200000e+07 5.4515191186e+00
1.4247000000e+07 5.4609914384e+00
1.4248800000e+07 5.4588843406e+00
1.4250600000e+07 5.4475953287e+00
1.4252400000e+07 5.4357374446e+00
1.4254200000e+07 5.4251528490e+00
1.4256000000e+07 5.4145224340e+00
1.4257800000e+07 5.4220016787e+00
1.4259600000e+07 5.4308703260e+00
1.4261400000e+07 5.4212086699e+00
1.4263200000e+07 5.4399004627e+00
1.4265000000e+07 5.4409470487e+00
1.4266800000e+07 5.4477034349e+00
1.4268600000e+07 5.4313080497e+00
1.4270400000e+07 5.4362838298e+00
1.4272200000e+07 5.4602954955e+00
1.4274000000e+07 5.4461229069e+00
1.4275800000e+07 5.4417390425e+00
1.4277600000e+07 5.4433166024e+00
1.4279400000e+07 5.4446220494e+00
1.4281200000e+07 5.4439608133e+00
1.4283000000e+07 5.4304555400e+00
1.4284800000e+07 5.4215789013e+00
1.4286600000e+07 5.4068859929e+00
1.4288400000e+07 5.4100223036e+00
1.4290200000e+07 5.4228123022e+00
1.4292000000e+07 5.4200819785e+00
1.4293800000e+07 5.4319471000e+00
1.4295600000e+07 5.4070588196e+00
1.4297400000e+07 5.4162782334e+00
1.4299200000e+07 5.4271745005e+00
1.4301000000e+07 5.4269380283e+00
1.4302800000e+07 5.4212519353e+00
1.4304600000e+07 5.4147115101e+00
1.4306400000e+07 5.3979414803e+00
1.4308200000e+07 5.3993001744e+00
1.4310000000e+07 5.4125709065e+00
1.4311800000e+07 5.4091204960e+00
1.4313600000e+07 5.4148006314e+00
1.4315400000e+07 5.4074528276e+00
1.4317200000e+07 5.4201073642e+00
1.4319000000e+07 5.4270594916e+00
1.4320800000e+07 5.4370650678e+00
1.4322600000e+07 5.4406939028e+00
1.4324400000e+07 5.4430852730e+00
1.4326200000e+07 5.4589829062e+00
1.4328000000e+07 5.4580831031e+00
1.4329800000e+07 5.4675497501e+00
1.4331600000e+07 5.4659829686e+00
1.4333400000e+07 5.4665165123e+00
1.4335200000e+07 5.4548644596e+00
1.4337000000e+07 5.4583327438e+00
1.4338800000e+07 5.4805337546e+00
1.4340600000e+07 5.4941905246e+00
1.4342400000e+07 5.4878568177e+00
1.4344200000e+07 5.5006402051e+00
1.4346000000e+07 5.5126317332e+00
1.4347800000e+07 5.5098672337e+00
1.4349600000e+07 5.5153660532e+00
1.4351400000e+07 5.5168958025e+00
1.4353200000e+07 5.5193353126e+00
1.4355000000e+07 5.5170037629e+00
1.4356800000e+07 5.5180121948e+00
1.4358600000e+07 5.5103227722e+00
1.4360400000e+07 5.5088259475e+00
1.4362200000e+07 5.5048214426e+00
1.4364000000e+07 5.4961524263e+00
1.4365800000e+07 5.4996797178e+00
1.4367600000e+07 5.5016878804e+00
1.4369400000e+07 5.5052010679e+00
1.4371200000e+07 5.5080778321e+00
1.4373000000e+07 5.5132768064e+00
1.4374800000e+07 5.5213337845e+00
1.4376600000e+07 5.5074299269e+00
1.4378400000e+07 5.5069812842e+00
1.4380200000e+07 5.5188513412e+00
1.4382000000e+07 5.5152529627e+00
1.4383800000e+07 5.5079144917e+00
1.4385600000e+07 5.5126280261e+00
1.4387400000e+07 5.5144788893e+00
1.4389200000e+07 5.5083060393e+00
1.4391000000e+07 5.5056110439e+00
1.4392800000e+07 5.5041396897e+00
1.4394600000e+07 5.5026906740e+00
1.4396400000e+07 5.5122497423e+00
1.4398200000e+07 5.5111328108e+00
1.4400000000e+07 5.4954728838e+00
1.4401800000e+07 5.5066775837e+00
1.4403600000e+07 5.5290028152e+00
1.4405400000e+07 5.5315126947e+00
1.4407200000e+07 5.5440924614e+00
1.4409000000e+07 5.5452048309e+00
1.4410800000e+07 5.5558251483e+00
1.4412600000e+07 5.5487266276e+00
1.4414400000e+07 5.5635245250e+00
1.4416200000e+07 5.5727386345e+00
1.4418000000e+07 5.5746917063e+00
1.4419800000e+07 5.5968498130e+00
1.4421600000e+07 5.5949868597e+00
1.4423400000e+07 5.5986974264e+00
1.4425200000e+07 5.6027499956e+00
1.4427000000e+07 5.6212893211e+00
1.4428800000e+07 5.6232672945e+00
1.4430600000e+07 5.6131769545e+00
1.4432400000e+07 5.6160678545e+00
1.4434200000e+07 5.6148084622e+00
1.4436000000e+07 5.6060498456e+00
1.4437800000e+07 5.6007507695e+00
1.4439600000e+07 5.5943581769e+00
1.4441400000e+07 5.5918159325e+00
1.4443200000e+07 5.5985909227e+00
1.4445000000e+07 5.6149740481e+00
1.4446800000e+07 5.6135811580e+00
1.4448600000e+07 5.6127962650e+00
1.4450400000e+07 5.6227733012e+00
1.4452200000e+07 5.6196075553e+00
1.4454000000e+07 5.6327777341e+00
1.4455800000e+07 5.6451980872e+00
1.4457600000e+07 5.6391671817e+00
1.4459400000e+07 5.6370863318e+00
1.4461200000e+07 5.6359092490e+00
1.4463000000e+07 5.6368829309e+00
1.4464800000e+07 5.6293494186e+00
1.4466600000e+07 5.6296729409e+00
1.4468400000e+07 5.6285717868e+00
1.4470200000e+07 5.6262494954e+00
1.4472000000e+07 5.6241144623e+00
1.4473800000e+07 5.6019897413e+00
1.4475600000e+07 5.5988790797e+00
1.4477400000e+07 5.6024869583e+00
1.4479200000e+07 5.5985863146e+00
1.4481000000e+07 5.6030256586e+00
1.4482800000e+07 5.6017182058e+00
1.4484600000e+07 5.6230864222e+00
1.4486400000e+07 5.6243870590e+00
1.4488200000e+07 5.6307940637e+00
1.4490000000e+07 5.6436864396e+00
1.4491800000e+07 5.6517023099e+00
1.4493600000e+07 5.6647762119e+00
1.4495400000e+07 5.6608249712e+00
1.4497200000e+07 5.6627226472e+00
1.4499000000e+07 5.6654951629e+00
1.4500800000e+07 5.6623778247e+00
1.4502600000e+07 5.6650286176e+00
1.4504400000e+07 5.6666139529e+00
1.4506200000e+07 5.6630320350e+00
1.4508000000e+07 5.6727165349e+00
1.4509800000e+07 5.6783861467e+00
1.4511600000e+07 5.6816978034e+00
1.4513400000e+07 5.6812672526e+00
1.4515200000e+07 5.6841621989e+00
1.4517000000e+07 5.6861872995e+00
1.4518800000e+07 5.6929538757e+00
1.4520600000e+07 5.6920125425e+00
1.4522400000e+07 5.6897629102e+00
1.4524200000e+07 5.6892127648e+00
1.4526000000e+07 5.6827219578e+00
1.4527800000e+07 5.6785072415e+00
1.4529600000e+07 5.6769796819e+00
1.4531400000e+07 5.6777399169e+00
1.4533200000e+07 5.6792142299e+00
1.4535000000e+07 5.6720820383e+00
1.4536800000e+07 5.6671195883e+00
1.4538600000e+07 5.6705609633e+00
1.4540400000e+07 5.6758062493e+00
1.4542200000e+07 5.6789128691e+00
1.4544000000e+07 5.6706044408e+00
1.4545800000e+07 5.6677096311e+00
1.4547600000e+07 5.6625393663e+00
1.4549400000e+07 5.6617340464e+00
1.4551200000e+07 5.6595372818e+00
1.4553000000e+07 5.6622750390e+00
1.4554800000e+07 5.6582007014e+00
1.4556600000e+07 5.6582177950e+00
1.4558400000e+07 5.6553552884e+00
1.4560200000e+07 5.6640586163e+00
1.4562000000e+07 5.6690827671e+00
1.4563800000e+07 5.6700768920e+00
1.4565600000e+07 5.6703581216e+00
1.4567400000e+07 5.6625927103e+00
1.4569200000e+07 5.6632044546e+00
1.4571000000e+07 5.6717888271e+00
1.4572800000e+07 5.6670407102e+00
1.4574600000e+07 5.6573984050e+00
1.4576400000e+07 5.6523967248e+00
1.4578200000e+07 5.6587967094e+00
1.4580000000e+07 5.6346583178e+00
1.4581800000e+07 5.6531501470e+00
1.4583600000e+07 5.6472430849e+00
1.4585400000e+07 5.6475785331e+00
1.4587200000e+07 5.6493985577e+00
1.4589000000e+07 5.6490787588e+00
1.4590800000e+07 5.6611062572e+00
1.4592600000e+07 5.6546468843e+00
1.4594400000e+07 5.6524988380e+00
1.4596200000e+07 5.6443765462e+00
1.4598000000e+07 5.6529115188e+00
1.4599800000e+07 5.6597114343e+00
1.4601600000e+07 5.6548502640e+00
1.4603400000e+07 5.6569965525e+00
1.4605200000e+07 5.6512258719e+00
1.4607000000e+07 5.6353709769e+00
1.4608800000e+07 5.6143115881e+00
1.4610600000e+07 5.6231916219e+00
1.4612400000e+07 5.6194663752e+00
1.4614200000e+07 5.6105471129e+00
1.4616000000e+07 5.6039538782e+00
1.4617800000e+07 5.6135433844e+00
1.4619600000e+07 5.6120247124e+00
1.4621400000e+07 5.5981594699e+00
1.4623200000e+07 5.6033226489e+00
1.4625000000e+07 5.6046731129e+00
1.4626800000e+07 5.6161729406e+00
1.4628600000e+07 5.6080980238e+00
1.4630400000e+07 5.6083850165e+00
1.4632200000e+07 5.6075151205e+00
1.4634000000e+07 5.6141617686e+00
1.4635800000e+07 5.6136185711e+00
1.4637600000e+07 5.6182586229e+00
1.4639400000e+07 5.6232882483e+00
1.4641200000e+07 5.6262177962e+00
1.4643000000e+07 5.6164791396e+00
1.4644800000e+07 5.6113928047e+00
1.4646600000e+07 5.6025507217e+00
1.4648400000e+07 5.6020883599e+00
1.4650200000e+07 5.6005966139e+00
1.4652000000e+07 5.5862237772e+00
1.4653800000e+07 5.5959965738e+00
1.4655600000e+07 5.5989725574e+00
1.4657400000e+07 5.5887240008e+00
1.4659200000e+07 5.5745873618e+00
1.4661000000e+07 5.5744863014e+00
1.4662800000e+07 5.5719471213e+00
1.4664600000e+07 5.5830143163e+00
1.4666400000e+07 5.5764994581e+00
1.4668200000e+07 5.5747069004e+00
1.4670000000e+07 5.5706189232e+00
1.4671800000e+07 5.5737146494e+00
1.4673600000e+07 5.5768314941e+00
1.4675400000e+07 5.5849615600e+00
1.4677200000e+07 5.5948537555e+00
1.4679000000e+07 5.6008201454e+00
1.4680800000e+07 5.6030506397e+00
1.4682600000e+07 5.6032807526e+00
1.4684400000e+07 5.6052980464e+00
1.4686200000e+07 5.6246097831e+00
1.4688000000e+07 5.6276960360e+00
1.4689800000e+07 5.6245020854e+00
1.4691600000e+07 5.6236804916e+00
1.4693400000e+07 5.6327621829e+00
1.4695200000e+07 5.6529276430e+00
1.4697000000e+07 5.6489344742e+00
1.4698800000e+07 5.6377635592e+00
1.4700600000e+07 5.6374270752e+00
1.4702400000e+07 5.6444321600e+00
1.4704200000e+07 5.6452905463e+00
1.4706000000e+07 5.6434918242e+00
1.4707800000e+07 5.6471900288e+00
1.4709600000e+07 5.6371376191e+00
1.4711400000e+07 5.6359676568e+00
1.4713200000e+07 5.6345701792e+00
1.4715000000e+07 5.6394780564e+00
1.4716800000e+07 5.6447967085e+00
1.4718600000e+07 5.6441687384e+00
1.4720400000e+07 5.6382897043e+00
1.4722200000e+07 5.6318233555e+00
1.4724000000e+07 5.6413594965e+00
1.4725800000e+07 5.6289847358e+00
1.4727600000e+07 5.6274439542e+00
1.4729400000e+07 5.6481258068e+00
1.4731200000e+07 5.6473395540e+00
1.4733000000e+07 5.6335476093e+00
1.4734800000e+07 5.6299964613e+00
1.4736600000e+07 5.6311768606e+00
1.4738400000e+07 5.6292478364e+00
1.4740200000e+07 5.6307953264e+00
1.4742000000e+07 5.6241450272e+00
1.4743800000e+07 5.6219059022e+00
1.4745600000e+07 5.6198460299e+00
1.4747400000e+07 5.6056126938e+00
1.4749200000e+07 5.6153543867e+00
1.4751000000e+07 5.6107218624e+00
1.4752800000e+07 5.6132324085e+00
1.4754600000e+07 5.6268895382e+00
1.4756400000e+07 5.6315199355e+00
1.4758200000e+07 5.6452686580e+00
1.4760000000e+07 5.6475707290e+00
1.4761800000e+07 5.6516967841e+00
1.4763600000e+07 5.6518617834e+00
1.4765400000e+07 5.6541158163e+00
1.4767200000e+07 5.6611541381e+00
1.4769000000e+07 5.6596209840e+00
1.4770800000e+07 5.6456724147e+00
1.4772600000e+07 5.6455076070e+00
1.4774400000e+07 5.6412002643e+00
1.4776200000e+07 5.6604490806e+00
1.4778000000e+07 5.6527520018e+00
1.4779800000e+07 5.6578464587e+00
1.4781600000e+07 5.6707299690e+00
1.4783400000e+07 5.6656287769e+00
1.4785200000e+07 5.6670985521e+00
1.4787000000e+07 5.6504597023e+00
1.4788800000e+07 5.6547700149e+00
1.4790600000e+07 5.6627137657e+00
1.4792400000e+07 5.6522575806e+00
1.4794200000e+07 5.6566791087e+00
1.4796000000e+07 5.6560033364e+00
1.4797800000e+07 5.6542930638e+00
1.4799600000e+07 5.6649806872e+00
1.4801400000e+07 5.6833067219e+00
1.4803200000e+07 5.6874146482e+00
1.4805000000e+07 5.6876785869e+00
1.4806800000e+07 5.6863005982e+00
1.4808600000e+07 5.6907494887e+00
1.4810400000e+07 5.6965581675e+00
1.4812200000e+07 5.6972887292e+00
1.4814000000e+07 5.7006074337e+00
1.4815800000e+07 5.7095052799e+00
1.4817600000e+07 5.7059661286e+00
1.4819400000e+07 5.7051687354e+00
1.4821200000e+07 5.7045564047e+00
1.4823000000e+07 5.7117764385e+00
1.4824800000e+07 5.7112303210e+00
1.4826600000e+07 5.7073854183e+00
1.4828400000e+07 5.7078813334e+00
1.4830200000e+07 5.7061951198e+00
1.4832000000e+07 5.7123952243e+00
1.4833800000e+07 5.7116687333e+00
1.4835600000e+07 5.7046973252e+00
1.4837400000e+07 5.7017469038e+00
1.4839200000e+07 5.7000092081e+00
1.4841000000e+07 5.6937437281e+00
1.4842800000e+07 5.6914495613e+00
1.4844600000e+07 5.6881806303e+00
1.4846400000e+07 5.6846998741e+00
1.4848200000e+07 5.6771000070e+00
1.4850000000e+07 5.6844003169e+00
1.4851800000e+07 5.6907705471e+00
1.4853600000e+07 5.6930688532e+00
1.4855400000e+07 5.6923114998e+00
1.4857200000e+07 5.6945745363e+00
1.4859000000e+07 5.6968541763e+00
1.4860800000e+07 5.6983757643e+00
1.4862600000e+07 5.7020658138e+00
1.4864400000e+07 5.7032396157e+00
1.4866200000e+07 5.7029539160e+00
1.4868000000e+07 5.7077126765e+00
1.4869800000e+07 5.7073176188e+00
1.4871600000e+07 5.7170356180e+00
1.4873400000e+07 5.7148841786e+00
1.4875200000e+07 5.7180787490e+00
1.4877000000e+07 5.7226572697e+00
1.4878800000e+07 5.7285585914e+00
1.4880600000e+07 5.7356585961e+00
1.4882400000e+07 5.7381836964e+00
1.4884200000e+07 5.7401914665e+00
1.4886000000e+07 5.7310248674e+00
1.4887800000e+07 5.7348821698e+00
1.4889600000e+07 5.7325475013e+00
1.4891400000e+07 5.7358432336e+00
1.4893200000e+07 5.7341533667e+00
1.4895000000e+07 5.7334597536e+00
1.4896800000e+07 5.7265080176e+00
1.4898600000e+07 5.7233376405e+00
1.4900400000e+07 5.7246555118e+00
1.4902200000e+07 5.7190993299e+00
1.4904000000e+07 5.7180340037e+00
1.4905800000e+07 5.7212450650e+00
1.4907600000e+07 5.7289546649e+00
1.4909400000e+07 5.7304202494e+00
1.4911200000e+07 5.7241511295e+00
1.4913000000e+07 5.7207796942e+00
1.4914800000e+07 5.7286401017e+00
1.4916600000e+07 5.7287802142e+00
1.4918400000e+07 5.7185017609e+00
1.4920200000e+07 5.7183268800e+00
1.4922000000e+07 5.7220208341e+00
1.4923800000e+07 5.7181453599e+00
1.4925600000e+07 5.7174829920e+00
1.4927400000e+07 5.7106780071e+00
1.4929200000e+07 5.7081184741e+00
1.4931000000e+07 5.7095454733e+00
1.4932800000e+07 5.7097514358e+00
1.4934600000e+07 5.7145708122e+00
1.4936400000e+07 5.7180426084e+00
1.4938200000e+07 5.7126581629e+00
1.4940000000e+07 5.7190830292e+00
1.4941800000e+07 5.7114204248e+00
1.4943600000e+07 5.7125187618e+00
1.4945400000e+07 5.7074200220e+00
1.4947200000e+07 5.7046946947e+00
1.4949000000e+07 5.7029184064e+00
1.4950800000e+07 5.7026240791e+00
1.4952600000e+07 5.7040404816e+00
1.4954400000e+07 5.7044731005e+00
1.4956200000e+07 5.7042681778e+00
1.4958000000e+07 5.7033554637e+00
1.4959800000e+07 5.7060486283e+00
1.4961600000e+07 5.7123015506e+00
1.4963400000e+07 5.7163732061e+00
1.4965200000e+07 5.7135897594e+00
1.4967000000e+07 5.7192627373e+00
1.4968800000e+07 5.7203723390e+00
1.4970600000e+07 5.7302506074e+00
1.4972400000e+07 5.7278978272e+00
1.4974200000e+07 5.7297552854e+00
1.4976000000e+07 5.7269702228e+00
1.4977800000e+07 5.7216768665e+00
1.4979600000e+07 5.7192969634e+00
1.4981400000e+07 5.7213034541e+00
1.4983200000e+07 5.7199325671e+00
1.4985000000e+07 5.7235914906e+00
1.4986800000e+07 5.7174477091e+00
